stockSymbol, buyingPrice, buyingDate, sellingPrice, sellingDate, quantity, PnL, ReturnOnEquity, isTradeActive
ACC,1096.6,2013-11-29 05:30:00.0,1351.15,2014-04-03 05:30:00.0,9.119096,2321.2666,23.212666,false
ACC,1480.4,2015-07-03 05:30:00.0,1786.05,2017-09-20 05:30:00.0,6.754931,2064.6445,20.646446,false
ACC,1475.5,2018-07-24 05:30:00.0,1143.3,2020-03-12 05:30:00.0,6.777364,-2251.4395,-22.514393,false
ACC,1207.95,2020-05-13 05:30:00.0,1664.75,2020-11-25 05:30:00.0,8.278489,3781.6143,37.81614,false
ABBOTINDIA,1364.15,2013-11-03 05:30:00.0,1649.65,2014-01-02 05:30:00.0,7.330572,2092.879,20.92879,false
ABBOTINDIA,4751.7,2016-05-27 05:30:00.0,6171.75,2018-04-18 05:30:00.0,2.1045098,2988.5088,29.885088,false
ABBOTINDIA,7401.7,2019-05-17 05:30:00.0,11480.45,2019-11-06 05:30:00.0,1.351041,5510.5586,55.105587,false
ADANIPORTS,228.25,2016-03-08 05:30:00.0,171.55,2016-05-19 05:30:00.0,43.81161,-2484.1182,-24.84118,false
ADANIPORTS,213.25,2016-07-04 05:30:00.0,261.75,2016-08-25 05:30:00.0,46.89332,2274.3262,22.743263,false
ADANIPORTS,392.15,2018-05-31 05:30:00.0,301.8,2018-10-05 05:30:00.0,25.500446,-2303.9658,-23.039658,false
ADANIPORTS,346.2,2018-11-15 05:30:00.0,261.4,2020-03-16 05:30:00.0,28.885036,-2449.4517,-24.494516,false
ADANIPORTS,309.35,2020-05-13 05:30:00.0,375.85,2020-11-20 05:30:00.0,32.325844,2149.669,21.496689,false
ADANITRANS,32.15,2016-06-07 05:30:00.0,38.95,2016-07-28 05:30:00.0,311.04196,2115.085,21.15085,false
ADANITRANS,164.0,2018-06-22 05:30:00.0,217.95,2018-09-03 05:30:00.0,60.97561,3289.6338,32.896336,false
ADANITRANS,210.2,2019-01-28 05:30:00.0,286.85,2019-11-08 05:30:00.0,47.57374,3646.5273,36.465275,false
ADANITRANS,197.8,2020-06-10 05:30:00.0,254.8,2020-07-07 05:30:00.0,50.556118,2881.6992,28.816994,false
AMBUJACEM,169.5,2014-03-05 05:30:00.0,200.1,2014-04-28 05:30:00.0,58.99705,1805.3105,18.053106,false
AMBUJACEM,203.3,2015-12-24 05:30:00.0,260.45,2016-08-10 05:30:00.0,49.188393,2811.1172,28.111172,false
AMBUJACEM,217.55,2017-01-18 05:30:00.0,263.35,2017-08-11 05:30:00.0,45.966442,2105.2627,21.052626,false
AMBUJACEM,247.6,2018-04-23 05:30:00.0,190.55,2018-07-16 05:30:00.0,40.387722,-2304.1196,-23.041197,false
AMBUJACEM,212.65,2018-07-24 05:30:00.0,159.65,2020-03-18 05:30:00.0,47.02563,-2492.3584,-24.923584,false
AMBUJACEM,183.0,2020-05-13 05:30:00.0,248.0,2020-11-06 05:30:00.0,54.64481,3551.913,35.51913,false
ASIANPAINT,484.85,2014-03-10 05:30:00.0,653.9,2014-09-10 05:30:00.0,20.624935,3486.6455,34.866455,false
ASIANPAINT,960.15,2017-01-17 05:30:00.0,1174.0,2017-09-26 05:30:00.0,10.415039,2227.2559,22.27256,false
ASIANPAINT,1150.15,2018-04-02 05:30:00.0,1418.4,2018-08-02 05:30:00.0,8.694518,2332.3047,23.323048,false
ASIANPAINT,1683.1,2020-05-29 05:30:00.0,2154.65,2020-11-03 05:30:00.0,5.9414177,2801.6748,28.016747,false
AUROPHARMA,787.5,2015-10-09 05:30:00.0,588.85,2016-02-25 05:30:00.0,12.698413,-2522.54,-25.2254,false
AUROPHARMA,752.4,2016-03-23 05:30:00.0,584.65,2017-05-03 05:30:00.0,13.290802,-2229.5322,-22.295322,false
AUROPHARMA,643.9,2017-06-15 05:30:00.0,774.7,2018-11-13 05:30:00.0,15.530361,2031.3711,20.313711,false
AUROPHARMA,600.7,2019-08-30 05:30:00.0,459.85,2019-10-07 05:30:00.0,16.647245,-2344.7651,-23.447649,false
AUROPHARMA,463.1,2019-12-27 05:30:00.0,504.0,2020-02-24 05:30:00.0,21.593609,883.1787,8.831787,false
AUROPHARMA,503.2,2020-04-13 05:30:00.0,624.45,2020-04-24 05:30:00.0,19.872814,2409.579,24.09579,false
DMART,1421.35,2018-11-21 05:30:00.0,1860.6,2019-09-30 05:30:00.0,7.035565,3090.372,30.903723,false
AXISBANK,1097.1,2013-11-14 05:30:00.0,1354.9,2014-03-14 05:30:00.0,9.11494,2349.832,23.49832,false
AXISBANK,558.05,2015-03-24 05:30:00.0,431.35,2015-12-14 05:30:00.0,17.919542,-2270.4053,-22.704054,false
AXISBANK,417.15,2016-03-03 05:30:00.0,538.05,2016-07-21 05:30:00.0,23.972193,2898.2383,28.982382,false
AXISBANK,472.8,2017-01-13 05:30:00.0,593.75,2018-01-30 05:30:00.0,21.150593,2558.164,25.58164,false
AXISBANK,532.55,2018-07-10 05:30:00.0,697.5,2019-02-13 05:30:00.0,18.77758,3097.3623,30.973621,false
AXISBANK,700.6,2019-09-27 05:30:00.0,543.25,2020-03-12 05:30:00.0,14.27348,-2245.9316,-22.459316,false
AXISBANK,430.25,2020-06-08 05:30:00.0,582.5,2020-12-21 05:30:00.0,23.242302,3538.6406,35.386406,false
BAJAJ-AUTO,1920.9,2014-02-26 05:30:00.0,2305.05,2014-09-29 05:30:00.0,5.205893,1999.8438,19.998438,false
BAJAJ-AUTO,2123.05,2015-05-08 05:30:00.0,2886.95,2016-09-20 05:30:00.0,4.7102046,3598.125,35.98125,false
BAJAJ-AUTO,2896.55,2018-06-01 05:30:00.0,2169.0,2020-03-18 05:30:00.0,3.452383,-2511.7812,-25.117813,false
BAJAJ-AUTO,2623.3,2020-04-30 05:30:00.0,3238.25,2020-12-21 05:30:00.0,3.8119924,2344.1846,23.441845,false
BAJFINANCE,917.7,2017-01-16 05:30:00.0,1285.7,2017-04-27 05:30:00.0,10.896807,4010.0234,40.100235,false
BAJFINANCE,2507.25,2020-06-08 05:30:00.0,3208.05,2020-07-08 05:30:00.0,3.9884336,2795.0947,27.950947,false
BAJAJFINSV,1765.45,2016-04-06 05:30:00.0,2614.15,2016-07-27 05:30:00.0,5.6642785,4807.2734,48.072735,false
BAJAJFINSV,5849.9,2018-12-07 05:30:00.0,7593.05,2019-07-08 05:30:00.0,1.7094309,2979.794,29.797941,false
BAJAJFINSV,5236.4,2020-06-05 05:30:00.0,6243.45,2020-07-14 05:30:00.0,1.909709,1923.1729,19.231728,false
BAJAJHLDNG,1325.5,2015-05-22 05:30:00.0,1575.1,2015-08-26 05:30:00.0,7.544323,1883.0625,18.830626,false
BAJAJHLDNG,1468.5,2016-03-31 05:30:00.0,1788.2,2016-08-02 05:30:00.0,6.8096695,2177.0508,21.770508,false
BAJAJHLDNG,2705.65,2018-04-30 05:30:00.0,3416.55,2019-03-29 05:30:00.0,3.6959696,2627.4648,26.27465,false
BAJAJHLDNG,2188.2,2020-06-02 05:30:00.0,2682.7,2020-06-25 05:30:00.0,4.5699663,2259.8486,22.598486,false
BAJAJHLDNG,2523.25,2020-11-10 05:30:00.0,3092.9,2020-11-24 05:30:00.0,3.9631429,2257.6045,22.576046,false
BANDHANBNK,477.15,2019-02-13 05:30:00.0,571.25,2019-05-08 05:30:00.0,20.957771,1972.127,19.72127,false
BANDHANBNK,496.95,2019-09-20 05:30:00.0,583.6,2019-10-16 05:30:00.0,20.122747,1743.6348,17.436346,false
BANDHANBNK,247.7,2020-06-05 05:30:00.0,331.35,2020-06-24 05:30:00.0,40.371418,3377.0693,33.770695,false
BANDHANBNK,307.5,2020-08-07 05:30:00.0,374.3,2020-12-21 05:30:00.0,32.520325,2172.3574,21.723576,false
BANKBARODA,156.25,2015-07-17 05:30:00.0,201.1,2015-08-20 05:30:00.0,64.0,2870.4004,28.704002,false
BANKBARODA,145.25,2016-03-02 05:30:00.0,168.8,2017-02-13 05:30:00.0,68.84682,1621.3428,16.213428,false
BANKBARODA,150.4,2018-04-06 05:30:00.0,116.8,2018-06-25 05:30:00.0,66.489365,-2234.042,-22.34042,false
BANKBARODA,132.55,2018-07-24 05:30:00.0,99.5,2018-09-28 05:30:00.0,75.44323,-2493.3984,-24.933985,false
BANKBARODA,109.05,2018-12-11 05:30:00.0,133.25,2019-05-31 05:30:00.0,91.70105,2219.165,22.19165,false
BANKBARODA,95.55,2019-10-30 05:30:00.0,71.15,2020-03-02 05:30:00.0,104.65724,-2553.6372,-25.536371,false
BANKBARODA,47.05,2020-06-19 05:30:00.0,63.1,2020-12-18 05:30:00.0,212.53986,3411.2646,34.112648,false
BERGEPAINT,213.75,2014-03-24 05:30:00.0,256.05,2014-06-16 05:30:00.0,46.783627,1978.9473,19.789473,false
BERGEPAINT,225.05,2015-04-08 05:30:00.0,173.15,2015-06-16 05:30:00.0,44.43457,-2306.1543,-23.061544,false
BERGEPAINT,207.05,2015-07-06 05:30:00.0,253.65,2016-01-06 05:30:00.0,48.297512,2250.664,22.506641,false
BERGEPAINT,225.55,2017-01-09 05:30:00.0,271.55,2018-05-04 05:30:00.0,44.336067,2039.459,20.39459,false
BPCL,340.0,2013-11-29 05:30:00.0,428.1,2014-03-21 05:30:00.0,29.411764,2591.1768,25.911768,false
BPCL,864.85,2016-03-17 05:30:00.0,545.6,2016-07-13 05:30:00.0,11.562699,-3691.3916,-36.913914,false
BPCL,627.75,2016-10-03 05:30:00.0,458.55,2017-07-13 05:30:00.0,15.929909,-2695.3403,-26.953403,false
BPCL,498.4,2017-10-16 05:30:00.0,376.55,2018-04-19 05:30:00.0,20.064205,-2444.8237,-24.448238,false
BPCL,410.0,2018-06-06 05:30:00.0,265.3,2018-10-05 05:30:00.0,24.390244,-3529.2686,-35.292683,false
BPCL,327.35,2018-11-26 05:30:00.0,397.05,2019-06-06 05:30:00.0,30.548342,2129.2188,21.292187,false
BPCL,342.8,2020-05-29 05:30:00.0,419.1,2020-07-30 05:30:00.0,29.17153,2225.788,22.257881,false
BHARTIARTL,310.7,2014-03-27 05:30:00.0,399.7,2014-10-08 05:30:00.0,32.185387,2864.499,28.64499,false
BHARTIARTL,367.95,2015-03-10 05:30:00.0,514.35,2017-11-07 05:30:00.0,27.177605,3978.8008,39.788006,false
BHARTIARTL,419.85,2018-04-25 05:30:00.0,326.75,2018-10-01 05:30:00.0,23.81803,-2217.459,-22.174591,false
BHARTIARTL,336.85,2018-11-19 05:30:00.0,426.3,2019-11-21 05:30:00.0,29.686804,2655.4844,26.554844,false
INFRATEL,317.15,2018-07-11 05:30:00.0,691.25,2019-01-03 05:30:00.0,31.530823,11795.682,117.95681,false
INFRATEL,189.6,2020-05-12 05:30:00.0,751.85,2020-09-24 05:30:00.0,52.742615,29654.535,296.54535,false
BIOCON,450.4,2015-02-13 05:30:00.0,734.5,2016-07-05 05:30:00.0,22.202486,6307.7256,63.077255,false
BIOCON,356.9,2017-09-18 05:30:00.0,607.45,2018-01-25 05:30:00.0,28.019053,7020.174,70.20174,false
BIOCON,233.5,2019-10-09 05:30:00.0,283.0,2020-01-08 05:30:00.0,42.826553,2119.915,21.19915,false
BOSCHLTD,8695.4,2013-11-29 05:30:00.0,10226.85,2014-04-04 05:30:00.0,1.1500334,1761.2178,17.612179,false
BOSCHLTD,17932.95,2016-03-09 05:30:00.0,24548.3,2016-08-12 05:30:00.0,0.55763274,3688.9365,36.889366,false
BOSCHLTD,21049.95,2016-12-30 05:30:00.0,16259.5,2019-06-19 05:30:00.0,0.47506052,-2275.7534,-22.757534,false
BOSCHLTD,14807.2,2019-09-23 05:30:00.0,11309.5,2020-03-12 05:30:00.0,0.6753471,-2362.162,-23.621622,false
BOSCHLTD,10309.25,2020-06-01 05:30:00.0,12995.3,2020-07-15 05:30:00.0,0.97000265,2605.4756,26.054756,false
BRITANNIA,2841.7,2016-03-01 05:30:00.0,3555.45,2017-05-18 05:30:00.0,3.5190203,2511.7002,25.117002,false
BRITANNIA,3133.45,2019-03-11 05:30:00.0,2393.5,2019-08-20 05:30:00.0,3.1913705,-2361.4546,-23.614546,false
BRITANNIA,2867.0,2019-09-20 05:30:00.0,2137.85,2020-03-23 05:30:00.0,3.4879665,-2543.2505,-25.432505,false
CADILAHC,684.2,2013-11-01 05:30:00.0,860.15,2014-01-13 05:30:00.0,14.615609,2571.6162,25.716162,false
CADILAHC,337.95,2016-03-04 05:30:00.0,405.45,2016-11-02 05:30:00.0,29.590176,1997.3369,19.97337,false
CADILAHC,452.0,2018-01-08 05:30:00.0,343.05,2018-05-22 05:30:00.0,22.123894,-2410.3984,-24.103985,false
CADILAHC,393.8,2018-06-13 05:30:00.0,303.85,2019-05-03 05:30:00.0,25.393602,-2284.1538,-22.841537,false
CADILAHC,236.05,2019-09-05 05:30:00.0,339.1,2020-04-15 05:30:00.0,42.363907,4365.6016,43.656017,false
CIPLA,402.25,2014-01-13 05:30:00.0,584.3,2014-09-23 05:30:00.0,24.86016,4525.792,45.25792,false
CIPLA,660.95,2015-08-27 05:30:00.0,513.95,2016-02-24 05:30:00.0,15.129737,-2224.0718,-22.240717,false
CIPLA,540.5,2016-04-26 05:30:00.0,412.65,2019-10-01 05:30:00.0,18.501389,-2365.4033,-23.65403,false
CIPLA,473.05,2019-10-29 05:30:00.0,570.15,2020-05-12 05:30:00.0,21.139416,2052.6387,20.526388,false
COALINDIA,281.15,2013-10-29 05:30:00.0,366.5,2014-05-20 05:30:00.0,35.568203,3035.746,30.357462,false
COALINDIA,342.2,2015-11-06 05:30:00.0,261.75,2017-05-24 05:30:00.0,29.222675,-2350.9648,-23.50965,false
COALINDIA,262.35,2017-07-21 05:30:00.0,199.55,2019-07-30 05:30:00.0,38.11702,-2393.7485,-23.937487,false
COALINDIA,199.4,2019-10-17 05:30:00.0,154.55,2020-03-12 05:30:00.0,50.15045,-2249.2476,-22.492476,false
COLPAL,1283.55,2013-10-22 05:30:00.0,1565.75,2014-07-09 05:30:00.0,7.790892,2198.5889,21.98589,false
COLPAL,846.15,2016-04-18 05:30:00.0,1088.7,2017-07-07 05:30:00.0,11.818235,2866.5127,28.665129,false
COLPAL,1124.75,2018-10-22 05:30:00.0,1446.0,2019-10-04 05:30:00.0,8.890864,2856.1895,28.561893,false
CONCOR,729.95,2013-12-31 05:30:00.0,931.65,2014-04-03 05:30:00.0,13.699568,2763.2031,27.63203,false
CONCOR,1420.75,2015-11-24 05:30:00.0,1104.9,2016-02-03 05:30:00.0,7.038536,-2223.121,-22.23121,false
CONCOR,1236.85,2016-03-04 05:30:00.0,623.9,2018-06-26 05:30:00.0,8.085055,-4955.735,-49.557346,false
CONCOR,643.7,2018-09-21 05:30:00.0,489.0,2019-02-13 05:30:00.0,15.535187,-2403.2935,-24.032934,false
CONCOR,513.55,2019-05-02 05:30:00.0,394.65,2020-03-11 05:30:00.0,19.472301,-2315.2563,-23.152565,false
DLF,148.75,2013-11-18 05:30:00.0,204.3,2014-05-26 05:30:00.0,67.22689,3734.454,37.34454,false
DLF,152.15,2014-11-26 05:30:00.0,116.9,2015-05-26 05:30:00.0,65.72462,-2316.792,-23.167921,false
DLF,115.05,2015-07-31 05:30:00.0,81.3,2016-02-11 05:30:00.0,86.91873,-2933.5068,-29.33507,false
DLF,107.8,2016-03-02 05:30:00.0,130.4,2016-06-13 05:30:00.0,92.76437,2096.4736,20.964735,false
DLF,196.3,2018-07-31 05:30:00.0,149.25,2018-10-05 05:30:00.0,50.942432,-2396.8418,-23.968418,false
DLF,182.8,2018-11-21 05:30:00.0,142.45,2019-10-10 05:30:00.0,54.704594,-2207.3306,-22.073307,false
DLF,168.85,2019-10-18 05:30:00.0,228.9,2020-02-01 05:30:00.0,59.224163,3556.4102,35.5641,false
DLF,150.65,2020-05-29 05:30:00.0,181.95,2020-11-20 05:30:00.0,66.37903,2077.664,20.77664,false
DABUR,253.1,2016-03-21 05:30:00.0,304.4,2016-06-29 05:30:00.0,39.510075,2026.8662,20.268663,false
DABUR,281.65,2017-01-13 05:30:00.0,339.1,2018-02-05 05:30:00.0,35.505062,2039.7656,20.397654,false
DABUR,408.8,2019-06-03 05:30:00.0,483.15,2020-03-09 05:30:00.0,24.46184,1818.7373,18.187374,false
DIVISLAB,991.15,2013-10-29 05:30:00.0,1268.65,2014-01-30 05:30:00.0,10.08929,2799.7773,27.997774,false
DIVISLAB,1144.2,2016-01-27 05:30:00.0,861.5,2016-12-23 05:30:00.0,8.739731,-2470.7217,-24.707216,false
DIVISLAB,771.2,2017-03-16 05:30:00.0,595.25,2017-05-22 05:30:00.0,12.9668045,-2281.5098,-22.815098,false
DIVISLAB,645.8,2017-06-07 05:30:00.0,833.9,2017-09-18 05:30:00.0,15.484671,2912.667,29.126669,false
DRREDDY,2507.6,2014-06-26 05:30:00.0,2966.2,2014-10-08 05:30:00.0,3.9878767,1828.8398,18.288399,false
DRREDDY,3109.1,2016-02-05 05:30:00.0,2414.4,2017-05-26 05:30:00.0,3.2163649,-2234.4092,-22.344091,false
DRREDDY,2636.25,2017-06-08 05:30:00.0,2048.35,2017-08-09 05:30:00.0,3.793267,-2230.061,-22.300611,false
DRREDDY,2486.55,2017-09-21 05:30:00.0,1893.05,2018-05-21 05:30:00.0,4.0216365,-2386.8408,-23.868408,false
DRREDDY,2132.75,2018-07-26 05:30:00.0,2641.2,2018-12-06 05:30:00.0,4.688782,2384.0117,23.840117,false
DRREDDY,2602.7,2019-09-04 05:30:00.0,3176.3,2020-02-24 05:30:00.0,3.842164,2203.8662,22.038662,false
EICHERMOT,17370.85,2016-01-01 05:30:00.0,21368.4,2016-08-03 05:30:00.0,0.5756771,2301.2988,23.012987,false
EICHERMOT,28316.9,2018-03-12 05:30:00.0,21907.85,2018-10-04 05:30:00.0,0.353146,-2263.331,-22.63331,false
EICHERMOT,23722.0,2018-12-12 05:30:00.0,18433.7,2019-07-17 05:30:00.0,0.42154962,-2229.2812,-22.292812,false
EICHERMOT,17860.2,2019-09-20 05:30:00.0,21740.7,2019-11-04 05:30:00.0,0.55990416,2172.708,21.72708,false
EICHERMOT,14966.95,2020-05-27 05:30:00.0,18850.15,2020-07-14 05:30:00.0,0.6681388,2594.5166,25.945166,false
GAIL,410.4,2015-04-08 05:30:00.0,311.35,2015-08-21 05:30:00.0,24.366472,-2413.4985,-24.134987,false
GAIL,318.9,2015-10-12 05:30:00.0,388.75,2016-09-08 05:30:00.0,31.357794,2190.3428,21.903429,false
GAIL,405.45,2017-05-30 05:30:00.0,494.35,2018-01-02 05:30:00.0,24.663954,2192.626,21.92626,false
GAIL,338.1,2018-06-18 05:30:00.0,147.1,2019-07-09 05:30:00.0,29.577047,-5649.2163,-56.49216,false
GAIL,132.1,2019-10-09 05:30:00.0,99.65,2020-03-02 05:30:00.0,75.700226,-2456.4722,-24.564722,false
GAIL,88.15,2020-05-26 05:30:00.0,114.7,2020-12-21 05:30:00.0,113.44299,3011.9111,30.119112,false
GICRE,250.45,2019-03-06 05:30:00.0,190.85,2019-07-31 05:30:00.0,39.92813,-2379.7158,-23.797157,false
GICRE,203.95,2019-09-26 05:30:00.0,260.1,2019-10-22 05:30:00.0,49.031628,2753.127,27.53127,false
GODREJCP,804.0,2014-02-21 05:30:00.0,1040.45,2014-09-04 05:30:00.0,12.437811,2940.92,29.4092,false
GODREJCP,955.95,2017-09-19 05:30:00.0,1345.15,2018-09-05 05:30:00.0,10.460798,4071.3428,40.71343,false
GODREJCP,775.85,2018-12-12 05:30:00.0,598.4,2019-07-30 05:30:00.0,12.88909,-2287.1685,-22.871685,false
GODREJCP,638.25,2019-09-16 05:30:00.0,483.05,2020-03-19 05:30:00.0,15.667842,-2431.649,-24.316488,false
GODREJCP,564.45,2020-05-14 05:30:00.0,695.35,2020-07-08 05:30:00.0,17.71636,2319.0703,23.190702,false
GRASIM,2659.35,2013-11-29 05:30:00.0,3577.8,2014-06-10 05:30:00.0,3.7603173,3453.663,34.536633,false
GRASIM,3560.75,2015-07-06 05:30:00.0,4843.5,2016-08-10 05:30:00.0,2.808397,3602.4707,36.024708,false
GRASIM,865.1,2017-01-18 05:30:00.0,1058.3,2017-03-24 05:30:00.0,11.559358,2233.2686,22.332685,false
GRASIM,1119.55,2017-06-12 05:30:00.0,857.35,2018-10-22 05:30:00.0,8.932159,-2342.0132,-23.420132,false
GRASIM,791.75,2019-03-01 05:30:00.0,559.85,2020-03-12 05:30:00.0,12.630249,-2928.9556,-29.289557,false
GRASIM,566.65,2020-05-27 05:30:00.0,700.15,2020-09-07 05:30:00.0,17.647577,2355.9521,23.559523,false
HCLTECH,938.1,2015-06-24 05:30:00.0,728.4,2016-05-03 05:30:00.0,10.659844,-2235.3691,-22.353691,false
HCLTECH,740.4,2016-07-25 05:30:00.0,869.05,2017-10-26 05:30:00.0,13.506212,1737.5732,17.375732,false
HCLTECH,543.55,2020-04-30 05:30:00.0,694.4,2020-08-31 05:30:00.0,18.397572,2775.2744,27.752745,false
HDFCBANK,642.2,2013-11-14 05:30:00.0,812.4,2014-06-26 05:30:00.0,15.571473,2650.2656,26.502657,false
HDFCBANK,1030.45,2016-03-16 05:30:00.0,1237.7,2016-10-17 05:30:00.0,9.704498,2011.2568,20.112568,false
HDFCBANK,1260.6,2020-01-07 05:30:00.0,975.1,2020-03-17 05:30:00.0,7.9327307,-2264.7944,-22.647943,false
HDFCLIFE,396.7,2018-11-30 05:30:00.0,536.75,2019-09-03 05:30:00.0,25.207966,3530.376,35.30376,false
HDFCLIFE,520.05,2020-05-08 05:30:00.0,646.05,2020-11-19 05:30:00.0,19.22892,2422.8438,24.228437,false
HAVELLS,273.9,2015-02-27 05:30:00.0,332.2,2016-04-29 05:30:00.0,36.509674,2128.5156,21.285158,false
HAVELLS,359.55,2017-01-05 05:30:00.0,496.5,2017-05-18 05:30:00.0,27.812544,3808.9277,38.08928,false
HAVELLS,685.8,2019-10-17 05:30:00.0,498.5,2020-03-23 05:30:00.0,14.581511,-2731.1172,-27.311172,false
HAVELLS,540.35,2020-06-01 05:30:00.0,659.05,2020-09-25 05:30:00.0,18.506525,2196.7256,21.967257,false
HEROMOTOCO,2580.75,2015-05-19 05:30:00.0,3317.3,2016-08-10 05:30:00.0,3.8748426,2854.0156,28.540155,false
HEROMOTOCO,3132.65,2017-01-17 05:30:00.0,3791.15,2017-09-22 05:30:00.0,3.1921856,2102.0547,21.020546,false
HEROMOTOCO,3687.85,2018-01-30 05:30:00.0,2763.5,2018-10-04 05:30:00.0,2.711607,-2506.474,-25.064741,false
HEROMOTOCO,3076.0,2018-11-26 05:30:00.0,2380.15,2019-07-08 05:30:00.0,3.2509754,-2262.1914,-22.621914,false
HEROMOTOCO,2587.9,2019-08-08 05:30:00.0,1975.45,2020-03-02 05:30:00.0,3.8641372,-2366.5903,-23.665903,false
HEROMOTOCO,2166.7,2020-04-30 05:30:00.0,2611.85,2020-07-14 05:30:00.0,4.6153135,2054.5068,20.545069,false
HINDALCO,157.05,2014-12-29 05:30:00.0,121.95,2015-06-03 05:30:00.0,63.67399,-2234.9575,-22.349575,false
HINDALCO,88.65,2015-10-12 05:30:00.0,67.6,2016-01-20 05:30:00.0,112.803154,-2374.5068,-23.74507,false
HINDALCO,74.95,2016-03-02 05:30:00.0,98.4,2016-04-25 05:30:00.0,133.42229,3128.753,31.287529,false
HINDALCO,237.8,2018-04-13 05:30:00.0,184.55,2019-02-18 05:30:00.0,42.052143,-2239.2769,-22.392769,false
HINDALCO,207.15,2019-03-20 05:30:00.0,155.9,2020-02-28 05:30:00.0,48.2742,-2474.0522,-24.740522,false
HINDALCO,129.5,2020-05-21 05:30:00.0,159.9,2020-07-22 05:30:00.0,77.22008,2347.4902,23.474903,false
HINDPETRO,769.4,2016-03-29 05:30:00.0,1206.0,2016-08-04 05:30:00.0,12.99714,5674.551,56.745506,false
HINDPETRO,450.0,2017-01-02 05:30:00.0,546.15,2017-02-14 05:30:00.0,22.222221,2136.667,21.36667,false
HINDPETRO,521.75,2017-03-23 05:30:00.0,340.4,2017-07-11 05:30:00.0,19.166267,-3475.8027,-34.75803,false
HINDPETRO,466.2,2017-08-24 05:30:00.0,357.8,2018-03-07 05:30:00.0,21.450022,-2325.1826,-23.251827,false
HINDPETRO,322.1,2018-06-18 05:30:00.0,250.25,2018-09-04 05:30:00.0,31.046259,-2230.6738,-22.306738,false
HINDPETRO,241.3,2018-11-09 05:30:00.0,308.1,2019-06-06 05:30:00.0,41.44219,2768.3389,27.683388,false
HINDPETRO,217.7,2020-04-17 05:30:00.0,168.6,2020-10-14 05:30:00.0,45.934772,-2255.397,-22.55397,false
HINDUNILVR,575.25,2014-01-27 05:30:00.0,736.15,2014-10-01 05:30:00.0,17.383747,2797.045,27.970448,false
HINDUNILVR,811.95,2015-11-24 05:30:00.0,1152.8,2017-08-11 05:30:00.0,12.31603,4197.92,41.9792,false
HINDZINC,148.35,2015-10-07 05:30:00.0,162.2,2016-04-06 05:30:00.0,67.40816,933.60156,9.336015,false
HINDZINC,260.35,2017-06-28 05:30:00.0,315.15,2017-10-24 05:30:00.0,38.409832,2104.8584,21.048584,false
HINDZINC,285.3,2018-08-06 05:30:00.0,220.05,2019-07-19 05:30:00.0,35.050827,-2287.0664,-22.870663,false
HINDZINC,216.4,2019-10-18 05:30:00.0,167.7,2020-03-02 05:30:00.0,46.210724,-2250.462,-22.50462,false
HINDZINC,174.1,2020-04-16 05:30:00.0,243.15,2020-08-10 05:30:00.0,57.43825,3966.1104,39.661102,false
HDFC,810.25,2014-02-24 05:30:00.0,977.55,2014-07-15 05:30:00.0,12.341869,2064.794,20.64794,false
HDFC,1218.95,2015-11-24 05:30:00.0,1482.6,2017-04-06 05:30:00.0,8.203782,2162.9268,21.629267,false
HDFC,1824.7,2018-11-13 05:30:00.0,2186.9,2019-07-22 05:30:00.0,5.480353,1984.9834,19.849834,false
HDFC,1737.7,2020-06-01 05:30:00.0,2191.35,2020-11-25 05:30:00.0,5.7547336,2610.6357,26.106358,false
ICICIBANK,349.05,2015-03-02 05:30:00.0,269.95,2015-08-24 05:30:00.0,28.64919,-2266.1504,-22.661503,false
ICICIBANK,287.6,2015-10-12 05:30:00.0,223.1,2016-01-18 05:30:00.0,34.770515,-2242.6978,-22.42698,false
ICICIBANK,226.4,2016-03-16 05:30:00.0,275.35,2016-11-01 05:30:00.0,44.169613,2162.1035,21.621035,false
ICICIBANK,292.05,2018-05-23 05:30:00.0,352.05,2018-11-22 05:30:00.0,34.240715,2054.4434,20.544434,false
ICICIBANK,356.85,2020-06-03 05:30:00.0,468.25,2020-11-23 05:30:00.0,28.022978,3121.7598,31.217596,false
ICICIGI,738.75,2018-07-17 05:30:00.0,947.15,2019-03-14 05:30:00.0,13.536379,2820.9814,28.209816,false
ICICIPRULI,395.3,2017-12-19 05:30:00.0,308.2,2018-12-06 05:30:00.0,25.297243,-2203.3892,-22.033892,false
ICICIPRULI,327.9,2018-12-28 05:30:00.0,422.0,2019-09-11 05:30:00.0,30.497103,2869.7773,28.697775,false
ICICIPRULI,397.95,2020-05-07 05:30:00.0,480.15,2020-12-15 05:30:00.0,25.128784,2065.586,20.655859,false
ITC,322.6,2014-01-10 05:30:00.0,244.9,2016-07-04 05:30:00.0,30.99814,-2408.5557,-24.085556,false
ITC,249.05,2016-11-04 05:30:00.0,306.0,2017-06-09 05:30:00.0,40.15258,2286.6895,22.866894,false
ITC,266.25,2017-12-11 05:30:00.0,207.6,2020-02-03 05:30:00.0,37.558685,-2202.817,-22.02817,false
IOC,212.05,2013-11-03 05:30:00.0,253.1,2014-03-20 05:30:00.0,47.158688,1935.8643,19.358643,false
IOC,343.2,2015-02-19 05:30:00.0,431.35,2015-07-31 05:30:00.0,29.137527,2568.4727,25.684727,false
